month,year,destinationProvinceNameEn,originProvinceNameEn,visitPurposeEn,trips,spendSAR,nights
3,2020,Riyadh,Tabuk,Leisure,4342.86,2.605716049E7,21714.3
3,2020,Riyadh,Tabuk,Other,13257.69,3.986646923E7,43619.1
3,2020,Tabuk,Albaha,VFR,496.3,397042.32,4466.73
3,2020,Tabuk,Aseer,Leisure,1392.59,1578271.88,8262.72
3,2020,Tabuk,Aseer,VFR,4342.51,3474006.08,26055.05
3,2020,Tabuk,Eastern,Business,22.95,34427.38,91.81
3,2020,Tabuk,Eastern,Leisure,1960.16,2613541.74,13721.09
3,2020,Tabuk,Eastern,Other,562.88,1294613.38,1688.63
3,2020,Tabuk,Eastern,VFR,2089.67,2089674.86,14209.79
3,2020,Tabuk,Hail,VFR,172.1,129071.73,860.48
3,2020,Tabuk,Jouf,Business,1846.76,3278007.22,1846.76
3,2020,Tabuk,Jouf,Leisure,16759.73,1.733883516E7,61671.51
3,2020,Tabuk,Jouf,VFR,2685.98,2878049.15,8250.51
3,2020,Tabuk,Madinah,Business,814.28,1221426.71,4885.71
3,2020,Tabuk,Madinah,VFR,308.43,92530.1,2159.04
3,2020,Tabuk,Makkah,Business,872.08,1744154.09,1744.15
3,2020,Tabuk,Makkah,Other,872.08,2180192.61,2616.23
3,2020,Tabuk,Makkah,VFR,15275.26,1.08375874E7,63376.17
3,2020,Tabuk,Najran,VFR,2347.98,7630923.12,23479.76
3,2020,Tabuk,Northern Borders,Leisure,2604.82,2083853.29,7814.45
3,2020,Tabuk,Riyadh,Business,48.39,87108.39,145.18
3,2020,Tabuk,Riyadh,VFR,5296.42,8077045.09,48329.86
3,2020,Tabuk,Tabuk,Business,1923.01,2403760.19,1923.01
3,2020,Tabuk,Tabuk,Leisure,62006.3,7.701949903E7,175491.77
3,2020,Tabuk,Tabuk,VFR,10096.78,7883596.47,39061.24
4,2020,Alqassim,Alqassim,VFR,3930.67,1965334.77,78613.39
4,2020,Alqassim,Jouf,VFR,3735.09,9804608.66,14940.36
4,2020,Alqassim,Riyadh,VFR,1720.85,1032510.15,8604.25
4,2020,Jouf,Jouf,Leisure,933.77,840395.03,1867.54
4,2020,Jouf,Jouf,VFR,4668.86,6162896.88,8403.95
4,2020,Makkah,Albaha,Leisure,5483.61,2.833199387E7,74942.69
4,2020,Makkah,Albaha,VFR,17748.08,7570931.5,74117.44
4,2020,Northern Borders,Tabuk,VFR,6488.84,2.206203927E7,38933.01
4,2020,Riyadh,Albaha,Leisure,1827.87,1827870.57,5483.61
4,2020,Riyadh,Eastern,VFR,5698.86,2279542.85,28494.29
4,2020,Riyadh,Makkah,Leisure,10917.97,1.135468713E7,45855.47
4,2020,Tabuk,Jouf,VFR,2660.32,5985725.87,7980.97
4,2020,Tabuk,Tabuk,Leisure,3244.42,4542184.55,6488.84
5,2020,Albaha,Makkah,VFR,4221.46,3517887.02,12664.39
5,2020,Alqassim,Riyadh,VFR,4577.45,915489.29,13732.34
5,2020,Jouf,Jouf,Leisure,791.32,791316.67,1582.63
5,2020,Jouf,Jouf,VFR,1582.63,3560925.03,4747.9
5,2020,Madinah,Makkah,Leisure,2814.31,844292.88,8442.93
5,2020,Makkah,Albaha,Business,991.78,495892.16,9917.84
5,2020,Makkah,Albaha,Leisure,6987.31,2235940.8,26551.8
5,2020,Makkah,Albaha,VFR,2794.93,2235940.8,6987.31
5,2020,Riyadh,Alqassim,VFR,14617.8,7308902.45,43853.41
5,2020,Riyadh,Makkah,Leisure,4221.46,3517887.02,12664.39
5,2020,Tabuk,Tabuk,VFR,5222.05,3481365.23,10444.1
6,2020,Albaha,Alqassim,Leisure,3755.0,4172225.52,18983.63
6,2020,Albaha,Eastern,Leisure,4616.82,1.059153412E7,57031.34
6,2020,Albaha,Eastern,VFR,2571.15,4178119.97,65403.65
6,2020,Albaha,Makkah,Leisure,28479.46,3.107903855E7,165578.26
6,2020,Albaha,Makkah,VFR,14892.25,6143051.25,68778.66
6,2020,Albaha,Riyadh,Leisure,19067.79,2.558616417E7,130490.77
6,2020,Albaha,Riyadh,VFR,6996.84,8629439.47,116114.27
6,2020,Alqassim,Alqassim,VFR,370.32,283908.84,1481.26
6,2020,Alqassim,Aseer,Leisure,920.36,920358.85,6442.51
6,2020,Alqassim,Eastern,VFR,4338.82,5367277.19,50780.23
6,2020,Alqassim,Hail,Leisure,9890.62,1.275369694E7,49973.67
6,2020,Alqassim,Hail,VFR,6160.46,5606020.63,43431.26
6,2020,Alqassim,Makkah,Leisure,5960.82,6043606.32,31128.71
6,2020,Alqassim,Makkah,VFR,22926.22,1.737102053E7,122665.07
6,2020,Alqassim,Riyadh,Business,4110.42,1641303.46,5610.32
6,2020,Alqassim,Riyadh,VFR,8446.36,3762564.69,53010.46
6,2020,Aseer,Alqassim,Leisure,6884.17,9804729.98,40470.59
6,2020,Aseer,Alqassim,VFR,123.44,185157.94,1234.39
6,2020,Aseer,Aseer,Leisure,4883.17,4810705.42,16541.05
6,2020,Aseer,Aseer,VFR,2722.96,1397783.66,15793.14
6,2020,Aseer,Eastern,Leisure,20111.96,3.505254535E7,333076.04
6,2020,Aseer,Eastern,VFR,11409.48,2.222438429E7,271738.49
6,2020,Aseer,Hail,Leisure,2082.24,3383633.88,14575.65
6,2020,Aseer,Jazan,Leisure,53807.09,2.806095674E7,219761.65
6,2020,Aseer,Makkah,Leisure,21594.89,2.11649106E7,123137.94
6,2020,Aseer,Makkah,VFR,19007.21,1.571523797E7,111103.99
6,2020,Aseer,Najran,Leisure,2478.02,1115108.39,19824.15
6,2020,Aseer,Najran,VFR,366.57,733141.61,10997.12
6,2020,Aseer,Riyadh,Leisure,48812.3,7.667746467E7,394685.2
6,2020,Aseer,Riyadh,VFR,9275.03,6659968.1,99742.8
6,2020,Aseer,Tabuk,Leisure,4237.0,4237003.44,21185.02
6,2020,Eastern,Alqassim,Business,822.92,3291696.67,16458.48
6,2020,Eastern,Alqassim,Leisure,1043.06,2294724.04,5841.12
6,2020,Eastern,Alqassim,VFR,370.32,240705.32,1728.14
6,2020,Eastern,Aseer,Leisure,8896.8,9909196.95,39575.43
6,2020,Eastern,Eastern,Business,550.65,412990.48,2202.62
6,2020,Eastern,Eastern,Leisure,2972.36,3196529.6,11904.43
6,2020,Eastern,Eastern,VFR,4187.12,6032883.48,34630.83
6,2020,Eastern,Hail,VFR,3388.25,3388254.23,24641.85
6,2020,Eastern,Jazan,Leisure,6393.4,3729482.47,31966.99
6,2020,Eastern,Makkah,Leisure,15564.36,1.7369159E7,101996.21
6,2020,Eastern,Makkah,VFR,15872.0,1.67047885E7,95623.89
6,2020,Eastern,Najran,VFR,1832.85,733141.61,7331.42
6,2020,Eastern,Riyadh,Business,555.3,444243.99,1665.91
6,2020,Eastern,Riyadh,Leisure,11663.59,1.283734366E7,63027.21
6,2020,Eastern,Riyadh,VFR,6360.54,3520153.67,40110.82
6,2020,Hail,Alqassim,VFR,987.51,598677.33,4196.91
6,2020,Hail,Aseer,Leisure,1840.72,1533931.42,11044.31
6,2020,Hail,Aseer,VFR,1089.18,181530.35,20694.46
6,2020,Hail,Eastern,VFR,1767.67,1751596.45,31657.29
6,2020,Hail,Hail,VFR,4928.37,1570917.87,23717.78
6,2020,Hail,Makkah,Leisure,4305.03,5182599.4,20531.7
6,2020,Hail,Makkah,VFR,11561.09,8386685.6,55649.97
6,2020,Hail,Riyadh,Business,749.95,299980.76,2249.86
6,2020,Hail,Riyadh,VFR,8829.35,8662757.77,111782.89
6,2020,Jazan,Alqassim,Business,411.46,3291696.67,10286.55
6,2020,Jazan,Aseer,Leisure,2761.08,1533931.42,9510.37
6,2020,Jazan,Aseer,VFR,363.06,181530.35,1452.24
6,2020,Jazan,Eastern,Leisure,1629.47,2172622.38,19553.6
6,2020,Jazan,Eastern,VFR,2892.54,5624392.26,49655.35
6,2020,Jazan,Jazan,Leisure,25573.59,1.033599428E7,39425.96
6,2020,Jazan,Jazan,VFR,6305.13,1008820.28,25220.51
6,2020,Jazan,Makkah,Leisure,5960.82,5414408.95,28479.46
6,2020,Jazan,Makkah,VFR,10818.54,9068490.96,59068.8
6,2020,Jazan,Riyadh,VFR,4727.25,4302355.95,53873.48
6,2020,Jouf,Alqassim,Business,822.92,1028655.21,2880.23
6,2020,Jouf,Aseer,Leisure,613.57,337464.91,2454.29
6,2020,Jouf,Eastern,VFR,2089.06,2330105.37,24425.93
6,2020,Jouf,Hail,VFR,1540.12,770057.78,13861.04
6,2020,Jouf,Makkah,VFR,6074.47,6554547.51,28608.79
6,2020,Jouf,Northern Borders,VFR,730.07,273777.37,2920.29
6,2020,Jouf,Riyadh,VFR,1611.82,2586463.55,18346.54
6,2020,Jouf,Tabuk,VFR,417.85,417850.44,417.85
6,2020,Madinah,Alqassim,Business,411.46,946362.79,4114.62
6,2020,Madinah,Alqassim,Leisure,1877.5,2211279.53,7718.62
6,2020,Madinah,Alqassim,Religious,11932.4,1.378397979E7,53078.61
6,2020,Madinah,Aseer,Leisure,613.57,2147503.98,6135.73
6,2020,Madinah,Aseer,Religious,3025.51,907651.73,21178.54
6,2020,Madinah,Eastern,Religious,9411.48,1.465020008E7,91376.54
6,2020,Madinah,Hail,Leisure,4685.03,7027547.29,27069.07
6,2020,Madinah,Hail,VFR,924.07,616046.22,6468.49
6,2020,Madinah,Jouf,Leisure,761.41,1522827.75,2284.24
6,2020,Madinah,Makkah,Business,470.97,282581.64,941.94
6,2020,Madinah,Makkah,Leisure,6217.05,1752957.07,22625.04
6,2020,Madinah,Makkah,Religious,50947.16,4.161337537E7,296538.57
6,2020,Madinah,Makkah,VFR,38556.89,1.580601491E7,112188.94
6,2020,Madinah,Riyadh,Business,374.98,149990.38,749.95
6,2020,Madinah,Riyadh,Religious,4442.44,9440184.75,38316.04
6,2020,Madinah,Riyadh,VFR,4331.38,2615486.48,30986.02
6,2020,Makkah,Albaha,Business,1448.56,579425.04,1448.56
6,2020,Makkah,Albaha,Leisure,13138.46,4014980.94,40965.35
6,2020,Makkah,Alqassim,Leisure,3320.5,6015164.2,14550.95
6,2020,Makkah,Aseer,Leisure,9817.16,6442511.95,49699.38
6,2020,Makkah,Aseer,Religious,7261.21,3025505.75,46592.79
6,2020,Makkah,Eastern,Leisure,8147.33,1.27641565E7,133616.28
6,2020,Makkah,Eastern,VFR,9659.81,1.70290522E7,195372.74
6,2020,Makkah,Hail,Leisure,2082.24,3123354.35,14575.65
6,2020,Makkah,Madinah,Leisure,3155.64,3155640.64,15778.2
6,2020,Makkah,Madinah,Religious,4149.43,1348564.38,8298.86
6,2020,Makkah,Madinah,VFR,1269.65,1503720.95,7593.05
6,2020,Makkah,Makkah,VFR,10285.34,2235693.37,51426.72
6,2020,Makkah,Najran,Leisure,2478.02,1239009.32,9912.07
6,2020,Makkah,Riyadh,Business,2249.86,824947.1,4124.74
6,2020,Makkah,Riyadh,Leisure,42091.65,5.947225363E7,287793.14
6,2020,Makkah,Riyadh,VFR,17675.88,1.47659387E7,183853.51
6,2020,Makkah,Tabuk,Leisure,3530.84,2118501.72,14123.34
6,2020,Makkah,Tabuk,Religious,8357.01,1.07248279E7,25071.03
6,2020,Najran,Eastern,Leisure,1644.67,1916252.12,12040.67
6,2020,Najran,Eastern,VFR,2089.06,2988962.75,35353.32
6,2020,Najran,Makkah,VFR,5486.62,4928157.54,25473.58
6,2020,Najran,Riyadh,VFR,2057.49,2879200.22,22182.44
6,2020,Northern Borders,Alqassim,Business,411.46,822924.17,3703.16
6,2020,Northern Borders,Eastern,Leisure,814.73,814733.39,5703.13
6,2020,Northern Borders,Eastern,VFR,1124.88,1462341.99,10123.91
6,2020,Northern Borders,Hail,VFR,924.07,1848138.67,7392.55
6,2020,Northern Borders,Makkah,VFR,4310.91,5574794.52,25865.48
6,2020,Northern Borders,Riyadh,VFR,1112.04,1668062.64,16118.16
6,2020,Riyadh,Albaha,Leisure,2203.26,2203263.7,11016.32
6,2020,Riyadh,Albaha,VFR,2172.84,2172843.89,26074.13
6,2020,Riyadh,Alqassim,Business,822.92,2468772.5,2880.23
6,2020,Riyadh,Alqassim,Leisure,9352.94,1.511341378E7,35337.19
6,2020,Riyadh,Alqassim,Other,2057.31,1645848.33,6171.93
6,2020,Riyadh,Alqassim,VFR,2345.33,2530491.81,9875.09
6,2020,Riyadh,Aseer,Business,4840.81,2843975.41,14522.43
6,2020,Riyadh,Aseer,Leisure,4908.58,2730397.92,14725.74
6,2020,Riyadh,Aseer,Other,2420.4,4175197.94,9681.62
6,2020,Riyadh,Aseer,VFR,726.12,635356.21,3630.61
6,2020,Riyadh,Eastern,Business,1071.31,1714100.5,4285.25
6,2020,Riyadh,Eastern,Leisure,1901.04,678944.49,13307.31
6,2020,Riyadh,Eastern,VFR,5711.49,7321158.41,48236.07
6,2020,Riyadh,Hail,Leisure,4685.03,8849504.0,27589.63
6,2020,Riyadh,Hail,Other,4106.97,6160462.23,18481.39
6,2020,Riyadh,Hail,VFR,7392.55,8624647.13,52363.93
6,2020,Riyadh,Madinah,Business,1037.36,2074714.43,3112.07
6,2020,Riyadh,Madinah,Leisure,2629.7,3155640.64,18407.9
6,2020,Riyadh,Makkah,Leisure,3642.72,3791742.05,16888.98
6,2020,Riyadh,Makkah,Other,1306.34,2612674.64,3919.01
6,2020,Riyadh,Makkah,VFR,35075.16,2.236776078E7,163814.7
6,2020,Riyadh,Riyadh,Business,11040.31,2710700.83,17775.56
6,2020,Riyadh,Riyadh,VFR,28887.31,1.065524429E7,177521.29
6,2020,Tabuk,Alqassim,Business,2468.77,4238059.46,17692.87
6,2020,Tabuk,Alqassim,VFR,123.44,86407.04,617.19
6,2020,Tabuk,Aseer,Business,3630.61,1815303.45,50828.5
6,2020,Tabuk,Aseer,Leisure,5522.15,3067862.83,51540.1
6,2020,Tabuk,Eastern,Leisure,2172.62,2851566.88,15208.36
6,2020,Tabuk,Eastern,VFR,1767.67,1928363.06,20569.21
6,2020,Tabuk,Hail,Leisure,1041.12,2602795.29,5205.59
6,2020,Tabuk,Hail,VFR,616.05,1848138.67,4312.32
6,2020,Tabuk,Jouf,Leisure,10279.09,1.427651019E7,56725.33
6,2020,Tabuk,Makkah,Leisure,5298.5,5878028.07,25167.89
6,2020,Tabuk,Makkah,VFR,5486.62,4781194.6,26649.28
6,2020,Tabuk,Najran,Leisure,3097.52,3097523.3,27877.71
6,2020,Tabuk,Northern Borders,Leisure,2467.65,2776102.48,12338.23
6,2020,Tabuk,Riyadh,Leisure,844.62,1970777.39,8446.19
6,2020,Tabuk,Riyadh,VFR,2498.87,1665914.96,24155.77
6,2020,Tabuk,Tabuk,Leisure,3530.84,6002421.54,14123.34
6,2020,Tabuk,Tabuk,VFR,2924.95,1253551.31,11699.81
7,2020,Albaha,Alqassim,Leisure,18582.22,2.745100894E7,107270.1
7,2020,Albaha,Aseer,Leisure,15537.54,5650013.54,66387.66
7,2020,Albaha,Aseer,VFR,5932.51,4449385.66,27120.06
7,2020,Albaha,Eastern,Leisure,20529.03,4.096537314E7,174956.77
7,2020,Albaha,Eastern,VFR,15397.35,3.017420897E7,506963.48
7,2020,Albaha,Hail,Leisure,11800.53,2.145550565E7,74021.49
7,2020,Albaha,Jazan,Leisure,11157.79,4835043.84,78104.55
7,2020,Albaha,Madinah,Leisure,1454.06,1938751.63,8724.38
7,2020,Albaha,Makkah,Leisure,41252.68,4.296687692E7,219409.06
7,2020,Albaha,Makkah,VFR,44554.94,1.895672023E7,205175.69
7,2020,Albaha,Najran,Leisure,27319.02,2.45491761E7,113829.26
7,2020,Albaha,Najran,VFR,910.63,432551.17,4553.17
7,2020,Albaha,Northern Borders,Leisure,1306.89,2287056.05,6534.45
7,2020,Albaha,Riyadh,Leisure,34632.03,3.614383333E7,227555.61
7,2020,Albaha,Riyadh,VFR,36319.07,3.775543089E7,736261.13
7,2020,Albaha,Tabuk,Leisure,3522.38,5870641.33,28179.08
7,2020,Alqassim,Alqassim,Business,844.65,591252.5,1689.29
7,2020,Alqassim,Alqassim,VFR,506.79,202715.14,5067.88
7,2020,Alqassim,Aseer,Leisure,12006.28,5861889.04,68506.41
7,2020,Alqassim,Aseer,Other,2118.76,1765629.23,8475.02
7,2020,Alqassim,Aseer,VFR,10593.78,5254512.59,86445.21
7,2020,Alqassim,Eastern,Leisure,3447.17,4979242.4,25279.23
7,2020,Alqassim,Eastern,Other,1149.06,1149055.94,6894.34
7,2020,Alqassim,Eastern,VFR,11950.18,2.180908173E7,181321.03
7,2020,Alqassim,Hail,Leisure,16091.63,2.735576971E7,69730.39
7,2020,Alqassim,Hail,VFR,9654.98,1.222963822E7,57286.2
7,2020,Alqassim,Jouf,VFR,1090.39,2155279.14,4920.81
7,2020,Alqassim,Madinah,Business,484.69,581625.49,969.38
7,2020,Alqassim,Madinah,Leisure,969.38,4362191.16,3877.5
7,2020,Alqassim,Madinah,VFR,15308.25,6886370.85,114451.74
7,2020,Alqassim,Makkah,Leisure,9135.21,1.074730481E7,52124.43
7,2020,Alqassim,Makkah,Other,537.37,806047.86,1612.1
7,2020,Alqassim,Makkah,VFR,48362.87,3.4660058E7,254388.7
7,2020,Alqassim,Najran,Business,2276.59,1290064.9,4553.17
7,2020,Alqassim,Northern Borders,Leisure,980.17,1829644.84,2940.5
7,2020,Alqassim,Riyadh,Business,3501.83,1070004.04,5447.29
7,2020,Alqassim,Riyadh,Leisure,576.21,345726.07,4033.47
7,2020,Alqassim,Riyadh,VFR,63711.65,3.537607653E7,600617.25
7,2020,Alqassim,Tabuk,Business,1761.19,8395017.1,5283.58
7,2020,Alqassim,Tabuk,VFR,3522.38,9510438.96,14089.54
7,2020,Aseer,Albaha,Leisure,29355.53,1.560478397E7,146777.67
7,2020,Aseer,Albaha,VFR,463.51,278105.06,1854.03
7,2020,Aseer,Alqassim,Business,4223.23,1.520363572E7,57435.96
7,2020,Aseer,Alqassim,Leisure,94461.46,1.3170764743E8,569869.47
7,2020,Aseer,Alqassim,VFR,1013.58,912218.14,15203.64
7,2020,Aseer,Aseer,Leisure,30606.73,1.871940874E7,155144.94
7,2020,Aseer,Aseer,Other,2118.76,1059377.54,8475.02
7,2020,Aseer,Aseer,VFR,15826.02,8622252.88,73474.1
7,2020,Aseer,Eastern,Leisure,122970.43,2.595602447E8,1550631.06
7,2020,Aseer,Eastern,VFR,39067.9,7.622837102E7,1115273.69
7,2020,Aseer,Hail,Leisure,20382.73,4.452017423E7,149115.76
7,2020,Aseer,Jazan,Leisure,66946.76,2.733659402E7,351470.49
7,2020,Aseer,Jazan,VFR,2231.56,1673669.02,8926.23
7,2020,Aseer,Jouf,Leisure,310.7,1242817.04,1553.52
7,2020,Aseer,Madinah,Leisure,31795.37,3.342398438E7,254945.06
7,2020,Aseer,Madinah,VFR,1919.27,1035237.18,16110.18
7,2020,Aseer,Makkah,Leisure,73783.08,9.731274872E7,402893.87
7,2020,Aseer,Makkah,VFR,71166.4,4.065841478E7,354878.3
7,2020,Aseer,Najran,Business,410.32,164129.32,8206.47
7,2020,Aseer,Najran,Leisure,42906.58,2.914868501E7,230755.74
7,2020,Aseer,Najran,Other,4553.17,5767348.94,12141.79
7,2020,Aseer,Najran,VFR,1858.34,777222.75,7433.36
7,2020,Aseer,Northern Borders,Leisure,653.44,2613778.34,5227.56
7,2020,Aseer,Riyadh,Business,1556.37,1284004.85,6225.48
7,2020,Aseer,Riyadh,Leisure,106298.92,2.3212092414E8,1040490.11
7,2020,Aseer,Riyadh,VFR,78007.61,6.913401054E7,1405672.56
7,2020,Aseer,Tabuk,Leisure,16437.8,4.202205065E7,113303.38
7,2020,Aseer,Tabuk,VFR,1408.95,5283577.2,8453.72
7,2020,Eastern,Albaha,Leisure,772.51,1545028.12,3862.57
7,2020,Eastern,Alqassim,Business,844.65,2111616.07,4223.23
7,2020,Eastern,Alqassim,Leisure,23650.1,3.513729145E7,126696.96
7,2020,Eastern,Alqassim,VFR,8615.39,5853399.75,32434.42
7,2020,Eastern,Aseer,Business,706.25,353125.85,2825.01
7,2020,Eastern,Aseer,Leisure,51325.94,4.28769555E7,294061.05
7,2020,Eastern,Aseer,Other,2118.76,635626.52,14831.29
7,2020,Eastern,Aseer,VFR,5508.76,4534135.86,33900.08
7,2020,Eastern,Eastern,Leisure,7857.24,8470074.06,41956.63
7,2020,Eastern,Eastern,VFR,23137.85,3.601908656E7,232493.54
7,2020,Eastern,Hail,Leisure,13946.08,2.789215735E7,78312.6
7,2020,Eastern,Hail,VFR,5792.99,6758484.28,40550.91
7,2020,Eastern,Jouf,Business,310.7,2796338.35,932.11
7,2020,Eastern,Jouf,Leisure,621.41,3883803.26,4349.86
7,2020,Eastern,Jouf,VFR,372.85,1006681.8,1491.38
7,2020,Eastern,Madinah,Business,252.01,504012.99,1008.03
7,2020,Eastern,Madinah,Other,252.01,756019.48,1260.03
7,2020,Eastern,Madinah,VFR,7735.53,9049980.21,62442.64
7,2020,Eastern,Makkah,Business,1074.73,1880778.34,4298.92
7,2020,Eastern,Makkah,Leisure,29555.09,3.071042348E7,160672.21
7,2020,Eastern,Makkah,VFR,23086.91,2.096555974E7,127618.59
7,2020,Eastern,Najran,Business,6070.89,4097853.2,24283.57
7,2020,Eastern,Najran,Leisure,3794.31,2048926.6,15177.23
7,2020,Eastern,Najran,VFR,3642.54,1365951.07,16391.41
7,2020,Eastern,Northern Borders,VFR,2276.63,4120909.32,7221.96
7,2020,Eastern,Riyadh,Business,389.09,126455.02,1167.28
7,2020,Eastern,Riyadh,Leisure,117939.17,1.0239213345E8,489583.44
7,2020,Eastern,Riyadh,VFR,47735.25,2.507775176E7,280202.42
7,2020,Eastern,Tabuk,Other,1174.13,2935320.67,3522.38
7,2020,Eastern,Tabuk,VFR,3522.38,7678798.86,13385.06
7,2020,Hail,Alqassim,Leisure,5067.88,4392161.43,15203.64
7,2020,Hail,Alqassim,VFR,14696.85,1.043982986E7,95782.91
7,2020,Hail,Aseer,Leisure,3531.26,2825006.77,17656.29
7,2020,Hail,Aseer,VFR,2542.51,2669631.4,16526.29
7,2020,Hail,Eastern,Leisure,1532.07,3064149.17,7660.37
7,2020,Hail,Eastern,VFR,8503.01,1.192720065E7,168681.41
7,2020,Hail,Hail,VFR,12229.64,6951583.83,58573.53
7,2020,Hail,Jouf,Business,310.7,932112.78,621.41
7,2020,Hail,Jouf,Leisure,3728.45,2174929.82,7456.9
7,2020,Hail,Jouf,VFR,824.83,2342232.62,3299.31
7,2020,Hail,Madinah,VFR,5525.44,4798410.27,30535.34
7,2020,Hail,Makkah,Leisure,11284.67,1.066670002E7,61797.0
7,2020,Hail,Makkah,VFR,23139.51,1.390797447E7,108319.26
7,2020,Hail,Najran,VFR,1821.27,273190.21,10927.61
7,2020,Hail,Northern Borders,Business,980.17,2450417.19,1960.33
7,2020,Hail,Northern Borders,VFR,1568.27,3058120.66,7057.2
7,2020,Hail,Riyadh,VFR,34927.25,3.275416005E7,616810.96
7,2020,Hail,Tabuk,Business,587.06,3815916.86,1174.13
7,2020,Hail,Tabuk,Leisure,1761.19,3815916.86,7044.77
7,2020,Hail,Tabuk,VFR,3874.62,4931338.72,17964.16
7,2020,Jazan,Albaha,Leisure,1545.03,1158771.09,4635.08
7,2020,Jazan,Aseer,Leisure,38152.55,2.427650168E7,124345.16
7,2020,Jazan,Aseer,VFR,1414.0,354621.41,7069.99
7,2020,Jazan,Eastern,Business,383.02,3064149.17,2681.13
7,2020,Jazan,Eastern,Leisure,5745.28,8541315.82,44430.16
7,2020,Jazan,Eastern,VFR,6894.34,1.172037058E7,159259.15
7,2020,Jazan,Jazan,Business,3719.26,929816.12,14877.06
7,2020,Jazan,Jazan,Leisure,18596.32,5113988.68,55788.97
7,2020,Jazan,Jazan,VFR,24547.15,6806254.02,127198.85
7,2020,Jazan,Jouf,VFR,237.41,451080.44,1661.88
7,2020,Jazan,Madinah,Business,484.69,969375.81,969.38
7,2020,Jazan,Madinah,Other,484.69,1163250.98,1454.06
7,2020,Jazan,Madinah,VFR,4943.82,3780565.67,64269.62
7,2020,Jazan,Makkah,Leisure,6386.16,4321548.51,30380.94
7,2020,Jazan,Makkah,VFR,24931.49,1.586760407E7,143680.16
7,2020,Jazan,Najran,Business,3035.45,2048926.6,6070.89
7,2020,Jazan,Najran,VFR,5747.07,2625628.92,36020.42
7,2020,Jazan,Riyadh,Business,389.09,661457.04,778.18
7,2020,Jazan,Riyadh,Leisure,16350.71,2.075902326E7,106821.72
7,2020,Jazan,Riyadh,VFR,58894.62,5.736219476E7,1199583.93
7,2020,Jouf,Alqassim,Business,844.65,1013575.71,1689.29
7,2020,Jouf,Alqassim,Leisure,3378.59,2533939.29,16892.93
7,2020,Jouf,Alqassim,VFR,2027.15,1773757.5,8108.61
7,2020,Jouf,Aseer,Leisure,9887.52,8121894.46,93931.48
7,2020,Jouf,Aseer,VFR,2542.51,1906879.57,18645.04
7,2020,Jouf,Eastern,Leisure,7277.35,1.07245221E7,96137.68
7,2020,Jouf,Eastern,VFR,702.3,997609.24,5414.34
7,2020,Jouf,Hail,Leisure,2145.55,7509426.98,15018.85
7,2020,Jouf,Hail,VFR,1287.33,4183823.6,11585.97
7,2020,Jouf,Jouf,VFR,3061.9,2518988.46,9185.69
7,2020,Jouf,Makkah,Leisure,2149.46,2095724.44,12896.77
7,2020,Jouf,Makkah,VFR,21422.21,1.96259929E7,108580.59
7,2020,Jouf,Najran,Leisure,2276.59,1365951.07,11382.93
7,2020,Jouf,Northern Borders,VFR,1176.2,3048318.99,3528.6
7,2020,Jouf,Riyadh,VFR,8988.88,7778836.55,116855.41
7,2020,Jouf,Tabuk,Business,1174.13,5136811.16,2348.26
7,2020,Jouf,Tabuk,Leisure,2935.32,5577109.26,9980.09
7,2020,Jouf,Tabuk,VFR,4504.6,9160943.59,15979.47
7,2020,Madinah,Albaha,Business,772.51,1158771.09,7725.14
7,2020,Madinah,Alqassim,Business,3035.29,3022201.87,19399.66
7,2020,Madinah,Alqassim,Leisure,43281.33,4.239308901E7,196312.28
7,2020,Madinah,Alqassim,VFR,3040.73,2331224.14,12162.91
7,2020,Madinah,Aseer,Leisure,10593.78,9040021.66,48731.37
7,2020,Madinah,Eastern,Leisure,7867.97,9799147.32,61443.84
7,2020,Madinah,Eastern,VFR,5285.66,8594938.43,66415.43
7,2020,Madinah,Hail,Leisure,13946.08,1.82371798E7,72948.72
7,2020,Madinah,Hail,VFR,2574.66,2574660.68,18022.62
7,2020,Madinah,Jazan,Leisure,3719.26,5578896.74,14877.06
7,2020,Madinah,Jouf,Leisure,621.41,776760.65,1864.23
7,2020,Madinah,Madinah,Leisure,80766.61,2.870859391E7,238462.55
7,2020,Madinah,Madinah,VFR,16471.5,6850285.72,77378.91
7,2020,Madinah,Makkah,Business,2686.83,806047.86,10747.3
7,2020,Madinah,Makkah,Leisure,24532.14,1.622249256E7,79182.19
7,2020,Madinah,Makkah,VFR,28973.61,8078382.81,93766.29
7,2020,Madinah,Northern Borders,Leisure,653.44,1633611.46,2613.78
7,2020,Madinah,Northern Borders,VFR,392.07,1568267.0,1960.33
7,2020,Madinah,Riyadh,Business,778.18,252910.05,1556.37
7,2020,Madinah,Riyadh,VFR,31833.54,2.706037688E7,420267.5
7,2020,Madinah,Tabuk,Leisure,1174.13,2641788.6,4696.51
7,2020,Madinah,Tabuk,VFR,3170.15,6164173.4,15498.49
7,2020,Makkah,Albaha,Business,1046.64,523321.0,4012.18
7,2020,Makkah,Albaha,Leisure,49789.99,2.693837717E7,233026.05
7,2020,Makkah,Albaha,VFR,13202.56,4442209.86,49804.86
7,2020,Makkah,Alqassim,Business,5615.54,2.132052089E7,25200.45
7,2020,Makkah,Alqassim,Leisure,66680.75,9.665760459E7,309336.85
7,2020,Makkah,Alqassim,Religious,23.85,178884.33,166.96
